smurvation_id,mushotel_type,is_canceled,booking_lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,weekend_stays,weekday_stays,wisymurfs,smurflings,number_of_babies,meal_type,smurfland,market_segment,booking_channel,smurfy_smurf,number_of_previous_cancellations,previous_bookings_not_canceled,requested_mushroom_type,allocated_mushroom_type,booking_changes,deposit_type,agent,moberry,days_in_waiting_list,customer_type,average_daily_rate,smurfberry_spaces_required,number_of_special_requests,smurvation_status_date,mushotel_location
88943,Village Mushotel,0,31,Smurfy Passage,Rainboway,20,13,0,2,2,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,16.0,,0,Swift-Smurf,105.3,0,0,"Rainboway, Smurfy Passage - 15",Smurfy Jungle
36685,Smurfy Mushotel,0,110,Blissful Beams,Rainboway,20,19,2,6,2,0.0,0,HB,NLD,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Swift-Party,117.0,0,1,"Rainboway, Blissful Beams - 27",Smurfy Jungle
81337,Village Mushotel,0,11,Wisdom Whirlwind,Merrysnow,49,5,2,2,2,0.0,0,HB,SMF,Squads,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Swift-Party,104.0,0,0,"Merrysnow, Wisdom Whirlwind - 09",Smurfy Jungle
84022,Village Mushotel,0,6,Smurfy Passage,Sparkleuary,8,15,1,2,1,0.0,0,BB,NLD,Gigglefree TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,138.0,,0,Swift-Smurf,63.0,0,0,"Sparkleuary, Smurfy Passage - 18",Smurfy Jungle
104359,Village Mushotel,0,5,Blissful Beams,Blossommonth,1,7,2,3,2,0.0,0,HB,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,116.62,0,2,"Blossommonth, Blissful Beams - 12",Smurfy Jungle
77196,Village Mushotel,0,0,Wisdom Whirlwind,Goldenleaf,37,11,0,2,2,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,E,E,1,No Deposit,,,0,Swift-Smurf,147.0,0,0,"Goldenleaf, Wisdom Whirlwind - 13",Smurfy Jungle
65458,Village Mushotel,1,169,Blissful Beams,Sproutpril,14,3,1,4,2,0.0,0,BB,USA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,117.0,0,0,"Merrysnow, Smurfy Passage - 03",Smurfy Jungle
22451,Smurfy Mushotel,0,36,Smurfy Passage,Frostmarch,13,22,0,4,2,0.0,0,HB,MRA,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Swift-Smurf,104.5,1,1,"Frostmarch, Smurfy Passage - 26",Smurfy Jungle
61033,Village Mushotel,1,8,Smurfy Passage,Hearthglen,49,30,0,3,2,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Swift-Smurf,114.0,0,0,"Hearthglen, Smurfy Passage - 23",Smurfy Jungle
50985,Village Mushotel,1,17,Smurfy Passage,Rainboway,20,12,4,11,1,0.0,0,BB,AGO,Smurfy Way,Smurfy Way,0,0,0,E,E,0,No Deposit,14.0,,0,Swift-Smurf,170.33,0,0,"Rainboway, Smurfy Passage - 12",Smurfy Jungle
106886,Village Mushotel,0,18,Blissful Beams,Sparkleuary,9,28,0,5,2,0.0,0,SC,GRC,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,74.8,0,0,"Frostmarch, Blissful Beams - 05",Smurfy Jungle
25132,Smurfy Mushotel,0,83,Smurfy Passage,Sunspark,23,2,4,10,2,0.0,0,BB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Leaf,62.9,0,0,"Sunspark, Smurfy Passage - 16",Smurfy Jungle
56798,Village Mushotel,1,52,Smurfy Passage,Goldenleaf,38,14,0,3,2,2.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Swift-Smurf,207.9,0,1,"Harvestember, Smurfy Passage - 01",Smurfy Jungle
66968,Village Mushotel,1,151,Blissful Beams,Sproutpril,17,26,2,4,2,0.0,0,SC,NLD,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,100.5,0,0,"Blossommonth, Blissful Beams - 01",Smurfy Jungle
7172,Smurfy Mushotel,1,131,Smurfy Passage,Smurfly,31,25,1,2,2,2.0,0,HB,SMF,Giggleline TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Swift-Smurf,288.0,0,0,"Sunspark, Smurfy Passage - 18",Smurfy Jungle
41019,Village Mushotel,0,140,Wisdom Whirlwind,Harvestember,33,10,3,6,2,0.0,0,BB,NOR,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,76.5,0,2,"Harvestember, Wisdom Whirlwind - 19",Smurfy Jungle
80593,Village Mushotel,0,1,Wisdom Whirlwind,Hearthglen,47,19,0,1,1,0.0,0,BB,SMF,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Swift-Smurf,65.0,0,0,"Hearthglen, Wisdom Whirlwind - 20",Smurfy Jungle
1098,Smurfy Mushotel,0,0,Wisdom Whirlwind,Harvestember,33,14,0,1,2,0.0,0,BB,CHN,Giggleline TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Swift-Party,172.0,0,2,"Harvestember, Wisdom Whirlwind - 15",Smurfy Jungle
11776,Smurfy Mushotel,1,42,Blissful Beams,Rainboway,22,30,0,2,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,468.0,,0,Swift-Smurf,86.1,0,0,"Sproutpril, Blissful Beams - 18",Smurfy Jungle
48361,Village Mushotel,1,32,Smurfy Passage,Frostmarch,13,22,0,1,2,1.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,115.2,0,2,"Frostmarch, Smurfy Passage - 22",Smurfy Jungle
49812,Village Mushotel,1,95,Smurfy Passage,Sproutpril,17,20,0,2,2,0.0,0,HB,SMF,Squads,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Swift-Party,98.0,0,0,"Blossommonth, Smurfy Passage - 16",Smurfy Jungle
76757,Village Mushotel,0,1,Wisdom Whirlwind,Harvestember,33,9,1,0,2,0.0,0,SC,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,89.0,0,0,"Harvestember, Wisdom Whirlwind - 10",Smurfy Jungle
90228,Village Mushotel,0,1,Smurfy Passage,Sunspark,23,2,0,2,2,0.0,0,BB,SMF,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,174.0,0,Swift-Party,110.0,0,1,"Sunspark, Smurfy Passage - 04",Smurfy Jungle
25639,Smurfy Mushotel,0,9,Smurfy Passage,Smurfly,28,4,1,0,2,0.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Swift-Party,189.0,0,0,"Smurfly, Smurfy Passage - 05",Smurfy Jungle
47278,Village Mushotel,0,54,Smurfy Passage,Sparkleuary,8,14,2,1,2,0.0,0,BB,FRK,Smurfy Way,Smurfy Way,0,0,0,A,D,0,No Deposit,14.0,,0,Swift-Smurf,69.5,0,2,"Sparkleuary, Smurfy Passage - 17",Smurfy Jungle
79706,Village Mushotel,0,14,Wisdom Whirlwind,Frostwisp,44,30,1,2,2,0.0,0,BB,MRA,Gigglefree TA/TO,TA/TO,0,0,0,D,B,0,No Deposit,83.0,,0,Swift-Smurf,98.67,0,1,"Hearthglen, Wisdom Whirlwind - 02",Smurfy Jungle
51830,Village Mushotel,0,316,Smurfy Passage,Rainboway,22,26,0,3,2,0.0,0,BB,AUT,Squads,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Swift-Party,110.0,0,0,"Rainboway, Smurfy Passage - 29",Smurfy Jungle
108377,Village Mushotel,0,87,Blissful Beams,Frostmarch,12,24,0,2,2,2.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Swift-Smurf,169.2,1,2,"Frostmarch, Blissful Beams - 26",Smurfy Jungle
9333,Smurfy Mushotel,1,59,Smurfy Passage,Hearthglen,46,12,9,21,1,0.0,0,BB,SWE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Swift-Smurf,37.7,0,1,"Frostwisp, Smurfy Passage - 20",Smurfy Jungle
103148,Village Mushotel,0,5,Smurfy Passage,Merrysnow,50,10,2,1,2,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,125.33,0,1,"Merrysnow, Smurfy Passage - 13",Smurfy Jungle
9030,Smurfy Mushotel,1,29,Smurfy Passage,Frostwisp,44,24,1,1,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Swift-Smurf,60.0,0,1,"Frostwisp, Smurfy Passage - 01",Smurfy Jungle
46786,Village Mushotel,0,151,Smurfy Passage,Blossommonth,4,19,0,3,1,0.0,0,BB,SRB,Gigglefree TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,19.0,,63,Swift-Party,71.0,0,0,"Blossommonth, Smurfy Passage - 22",Smurfy Jungle
22921,Smurfy Mushotel,0,5,Smurfy Passage,Sproutpril,15,9,0,1,2,0.0,0,BB,IRL,Gigglefree TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Swift-Smurf,48.0,0,0,"Sproutpril, Smurfy Passage - 10",Smurfy Jungle
44374,Village Mushotel,0,54,Wisdom Whirlwind,Frostwisp,41,5,1,0,1,0.0,0,BB,SMF,Corporate,Corporate,0,0,0,A,D,2,No Deposit,,40.0,0,Swift-Smurf,65.0,0,0,"Frostwisp, Wisdom Whirlwind - 06",Smurfy Jungle
80788,Village Mushotel,0,22,Wisdom Whirlwind,Hearthglen,47,21,2,1,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,88.33,0,1,"Hearthglen, Wisdom Whirlwind - 24",Smurfy Jungle
14194,Smurfy Mushotel,0,2,Smurfy Passage,Blossommonth,2,6,0,1,1,0.0,0,BB,,Smurfy Way,Smurfy Way,0,0,0,A,E,0,No Deposit,,,0,Swift-Smurf,38.0,0,0,"Blossommonth, Smurfy Passage - 07",Smurfy Jungle
24049,Smurfy Mushotel,0,6,Smurfy Passage,Rainboway,20,11,0,0,2,0.0,0,BB,SMF,Corporate,Corporate,0,0,0,E,I,0,No Deposit,,110.0,0,Swift-Smurf,0.0,0,0,"Rainboway, Smurfy Passage - 11",Smurfy Jungle
5725,Smurfy Mushotel,0,236,Smurfy Passage,Rainboway,20,12,0,3,2,0.0,0,BB,WSD,Squads,TA/TO,0,0,0,A,C,0,No Deposit,315.0,,0,Swift-Party,48.0,0,0,"Rainboway, Smurfy Passage - 15",Smurfy Jungle
31164,Smurfy Mushotel,0,0,Smurfy Passage,Merrysnow,51,16,0,1,2,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,A,A,0,No Deposit,,,0,Swift-Smurf,44.0,0,0,"Merrysnow, Smurfy Passage - 17",Smurfy Jungle
550,Smurfy Mushotel,0,41,Wisdom Whirlwind,Smurfly,30,19,2,5,2,2.0,0,HB,MRA,Giggleline TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Swift-Smurf,131.37,0,1,"Smurfly, Wisdom Whirlwind - 26",Smurfy Jungle
2170,Smurfy Mushotel,0,2,Wisdom Whirlwind,Frostwisp,41,4,1,0,2,0.0,0,HB,MCN,Corporate,Corporate,0,0,0,A,E,0,No Deposit,110.0,,0,Swift-Smurf,92.6,0,0,"Frostwisp, Wisdom Whirlwind - 05",Smurfy Jungle
19147,Smurfy Mushotel,0,9,Wisdom Whirlwind,Merrysnow,50,7,1,1,2,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,A,D,0,No Deposit,,,0,Swift-Smurf,38.7,0,0,"Merrysnow, Wisdom Whirlwind - 09",Smurfy Jungle
76983,Village Mushotel,0,200,Wisdom Whirlwind,Harvestember,34,22,0,1,2,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Party,76.5,0,3,"Harvestember, Wisdom Whirlwind - 23",Smurfy Jungle
86263,Village Mushotel,0,0,Smurfy Passage,Goldenleaf,40,27,0,1,1,0.0,0,BB,SMF,Corporate,Corporate,1,0,3,D,D,0,No Deposit,,219.0,0,Swift-Smurf,110.0,0,1,"Goldenleaf, Smurfy Passage - 28",Smurfy Jungle
90097,Village Mushotel,0,1,Smurfy Passage,Rainboway,23,31,0,2,2,0.0,0,SC,WSD,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,128.0,0,1,"Sunspark, Smurfy Passage - 02",Smurfy Jungle
33291,Smurfy Mushotel,0,16,Blissful Beams,Sparkleuary,7,17,1,2,1,0.0,0,BB,DNK,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Swift-Party,36.0,0,0,"Sparkleuary, Blissful Beams - 20",Smurfy Jungle
16872,Smurfy Mushotel,0,222,Wisdom Whirlwind,Goldenleaf,38,14,1,1,2,0.0,0,HB,FRK,Squads,TA/TO,0,0,0,A,H,0,No Deposit,68.0,,0,Swift-Party,80.0,0,0,"Goldenleaf, Wisdom Whirlwind - 16",Smurfy Jungle
7099,Smurfy Mushotel,1,106,Smurfy Passage,Smurfly,30,21,1,3,2,2.0,0,BB,ARG,Giggleline TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Swift-Smurf,240.0,0,0,"Sunspark, Smurfy Passage - 13",Smurfy Jungle
17724,Smurfy Mushotel,0,153,Wisdom Whirlwind,Frostwisp,42,14,1,4,2,0.0,0,BB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Leaf,57.6,0,1,"Frostwisp, Wisdom Whirlwind - 19",Smurfy Jungle
1917,Smurfy Mushotel,1,349,Wisdom Whirlwind,Goldenleaf,39,21,1,3,27,0.0,0,HB,SMF,Smurfy Way,Smurfy Way,0,0,0,A,A,0,No Deposit,,,0,Squad,0.0,0,0,"Blossommonth, Wisdom Whirlwind - 02",Smurfy Jungle
84814,Village Mushotel,0,6,Smurfy Passage,Frostmarch,10,2,0,2,1,0.0,0,BB,SMF,Squads,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Swift-Party,51.0,0,0,"Frostmarch, Smurfy Passage - 04",Smurfy Jungle
11231,Smurfy Mushotel,1,59,Blissful Beams,Sproutpril,17,29,2,3,1,0.0,0,BB,MCN,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Swift-Smurf,115.0,0,1,"Frostmarch, Blissful Beams - 02",Smurfy Jungle
103361,Village Mushotel,0,109,Smurfy Passage,Merrysnow,51,16,2,3,0,2.0,0,BB,BRA,Giggleline TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Swift-Smurf,77.86,0,2,"Merrysnow, Smurfy Passage - 21",Smurfy Jungle
83206,Village Mushotel,0,4,Smurfy Passage,Blossommonth,4,22,0,2,2,0.0,0,SC,MRA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,84.0,1,1,"Blossommonth, Smurfy Passage - 24",Smurfy Jungle
14813,Smurfy Mushotel,1,181,Wisdom Whirlwind,Harvestember,32,6,2,5,2,0.0,0,HB,SMF,Giggleline TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Swift-Smurf,164.0,0,1,"Sparkleuary, Wisdom Whirlwind - 10",Smurfy Jungle
67371,Village Mushotel,1,117,Blissful Beams,Rainboway,18,2,3,10,2,0.0,0,SC,BRA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,110.77,0,1,"Sproutpril, Blissful Beams - 12",Smurfy Jungle
12103,Smurfy Mushotel,1,113,Blissful Beams,Sunspark,24,13,2,5,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Swift-Smurf,120.0,0,0,"Sparkleuary, Blissful Beams - 25",Smurfy Jungle
38505,Smurfy Mushotel,0,0,Blissful Beams,Smurfly,29,19,0,1,2,1.0,0,BB,BRA,Smurfy Way,Smurfy Way,0,0,0,A,A,0,No Deposit,,,0,Swift-Smurf,186.0,0,0,"Smurfly, Blissful Beams - 20",Smurfy Jungle
83567,Village Mushotel,0,11,Smurfy Passage,Sparkleuary,6,6,0,1,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,93.0,0,1,"Sparkleuary, Smurfy Passage - 07",Smurfy Jungle
95959,Village Mushotel,0,17,Smurfy Passage,Harvestember,35,24,0,2,2,2.0,0,HB,MRA,Smurfy Way,Smurfy Way,0,0,0,F,F,1,No Deposit,14.0,,0,Swift-Smurf,280.0,1,0,"Harvestember, Smurfy Passage - 26",Smurfy Jungle
1963,Smurfy Mushotel,0,76,Wisdom Whirlwind,Goldenleaf,39,24,2,3,2,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Swift-Smurf,76.3,0,1,"Goldenleaf, Wisdom Whirlwind - 29",Smurfy Jungle
82048,Village Mushotel,0,0,Smurfy Passage,Sparkleuary,7,10,0,2,2,0.0,0,BB,SMF,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Swift-Smurf,75.0,0,0,"Sparkleuary, Smurfy Passage - 12",Smurfy Jungle
92096,Village Mushotel,0,71,Smurfy Passage,Sunspark,27,28,0,3,2,0.0,0,BB,AUT,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Swift-Smurf,86.25,0,1,"Smurfly, Smurfy Passage - 01",Smurfy Jungle
70868,Village Mushotel,1,324,Blissful Beams,Sunspark,25,23,2,4,2,2.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,,0,Swift-Smurf,239.1,0,1,"Goldenleaf, Smurfy Passage - 22",Smurfy Jungle
118152,Village Mushotel,0,6,Blissful Beams,Harvestember,33,13,2,1,2,0.0,1,BB,ROU,Smurfy Way,Smurfy Way,0,0,0,A,A,0,No Deposit,14.0,,0,Swift-Smurf,210.0,0,3,"Harvestember, Blissful Beams - 16",Smurfy Jungle
47578,Village Mushotel,1,81,Smurfy Passage,Sparkleuary,9,27,2,6,1,0.0,0,BB,SAU,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,73.95,0,0,"Merrysnow, Wisdom Whirlwind - 12",Smurfy Jungle
73615,Village Mushotel,1,182,Blissful Beams,Harvestember,35,28,1,1,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,126.0,0,0,"Frostmarch, Blissful Beams - 04",Smurfy Jungle
98647,Village Mushotel,0,1,Smurfy Passage,Goldenleaf,40,30,1,2,1,0.0,0,BB,USA,Smurfy Way,Smurfy Way,0,0,0,E,E,1,No Deposit,14.0,,0,Swift-Smurf,215.0,0,0,"Frostwisp, Smurfy Passage - 03",Smurfy Jungle
98577,Village Mushotel,0,100,Smurfy Passage,Goldenleaf,40,28,0,4,1,0.0,0,HB,ITA,Gigglefree TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,26.0,,0,Swift-Party,0.0,0,0,"Frostwisp, Smurfy Passage - 02",Smurfy Jungle
105526,Village Mushotel,0,74,Blissful Beams,Sparkleuary,6,9,0,2,2,1.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,111.6,0,2,"Sparkleuary, Blissful Beams - 11",Smurfy Jungle
18451,Smurfy Mushotel,0,1,Wisdom Whirlwind,Hearthglen,47,17,0,3,1,0.0,0,BB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Swift-Smurf,4.0,0,0,"Hearthglen, Wisdom Whirlwind - 20",Smurfy Jungle
16307,Smurfy Mushotel,0,81,Wisdom Whirlwind,Harvestember,34,16,2,5,2,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,D,D,0,No Deposit,,,0,Swift-Smurf,166.0,1,1,"Harvestember, Wisdom Whirlwind - 23",Smurfy Jungle
47395,Village Mushotel,1,26,Smurfy Passage,Sparkleuary,8,19,0,2,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,91.0,0,0,"Blossommonth, Smurfy Passage - 24",Smurfy Jungle
33072,Smurfy Mushotel,0,15,Blissful Beams,Sparkleuary,6,11,2,1,2,0.0,1,BB,SMF,Giggleline TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Swift-Smurf,65.0,1,2,"Sparkleuary, Blissful Beams - 14",Smurfy Jungle
54717,Village Mushotel,1,166,Smurfy Passage,Smurfly,31,24,2,2,1,0.0,0,HB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Swift-Party,85.01,0,0,"Frostmarch, Smurfy Passage - 21",Smurfy Jungle
8987,Smurfy Mushotel,1,17,Smurfy Passage,Frostwisp,43,22,2,2,2,0.0,0,BB,SWE,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Swift-Smurf,95.0,0,0,"Frostwisp, Smurfy Passage - 11",Smurfy Jungle
47400,Village Mushotel,1,18,Smurfy Passage,Sparkleuary,8,19,1,2,1,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Swift-Smurf,69.0,0,0,"Sparkleuary, Smurfy Passage - 19",Smurfy Jungle
7745,Smurfy Mushotel,1,225,Smurfy Passage,Harvestember,35,24,0,4,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Swift-Smurf,126.0,0,1,"Blossommonth, Smurfy Passage - 18",Smurfy Jungle
103488,Village Mushotel,0,8,Smurfy Passage,Merrysnow,52,22,1,3,2,0.0,0,BB,CHN,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,87.98,0,3,"Merrysnow, Smurfy Passage - 26",Smurfy Jungle
106517,Village Mushotel,0,134,Blissful Beams,Sparkleuary,8,25,0,1,2,0.0,0,BB,SMF,Squads,TA/TO,0,0,0,A,A,1,No Deposit,30.0,,0,Swift-Party,75.0,0,1,"Sparkleuary, Blissful Beams - 26",Smurfy Jungle
7444,Smurfy Mushotel,1,112,Smurfy Passage,Harvestember,33,9,2,5,2,2.0,0,HB,RUS,Smurfy Way,Smurfy Way,0,0,0,C,C,1,No Deposit,250.0,,0,Swift-Smurf,254.31,0,0,"Sproutpril, Smurfy Passage - 21",Smurfy Jungle
7595,Smurfy Mushotel,1,0,Smurfy Passage,Harvestember,34,16,0,1,2,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,A,A,0,No Deposit,,,0,Swift-Smurf,221.0,0,1,"Harvestember, Smurfy Passage - 16",Smurfy Jungle
114469,Village Mushotel,0,129,Blissful Beams,Sunspark,25,20,0,3,2,0.0,0,BB,MCN,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,117.0,0,0,"Sunspark, Blissful Beams - 23",Smurfy Jungle
27929,Smurfy Mushotel,0,33,Smurfy Passage,Goldenleaf,37,10,2,3,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Swift-Smurf,146.22,0,1,"Goldenleaf, Smurfy Passage - 15",Smurfy Jungle
77484,Village Mushotel,1,11,Wisdom Whirlwind,Goldenleaf,39,26,0,1,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,1,0,C,C,0,No Deposit,9.0,,0,Leaf,212.0,0,1,"Goldenleaf, Wisdom Whirlwind - 21",Smurfy Jungle
100797,Village Mushotel,0,177,Smurfy Passage,Frostwisp,45,30,2,1,2,0.0,0,BB,FRK,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159.0,,0,Swift-Smurf,90.9,0,0,"Hearthglen, Smurfy Passage - 02",Smurfy Jungle
113049,Village Mushotel,0,9,Blissful Beams,Rainboway,22,30,0,3,3,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Swift-Smurf,246.67,0,1,"Sunspark, Blissful Beams - 02",Smurfy Jungle
118949,Village Mushotel,0,38,Blissful Beams,Harvestember,34,24,0,3,2,0.0,0,BB,AUS,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,162.67,0,2,"Harvestember, Blissful Beams - 27",Smurfy Jungle
92594,Village Mushotel,0,126,Smurfy Passage,Smurfly,28,8,0,1,2,0.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,114.3,0,1,"Smurfly, Smurfy Passage - 09",Smurfy Jungle
98804,Village Mushotel,0,1,Smurfy Passage,Frostwisp,41,4,0,1,2,0.0,0,BB,MCN,Smurfy Way,Smurfy Way,0,0,0,E,E,0,No Deposit,14.0,,0,Swift-Smurf,204.0,0,0,"Frostwisp, Smurfy Passage - 05",Smurfy Jungle
20324,Smurfy Mushotel,0,1,Smurfy Passage,Blossommonth,4,23,0,1,2,0.0,1,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,A,D,0,No Deposit,,,0,Swift-Smurf,45.0,0,2,"Blossommonth, Smurfy Passage - 24",Smurfy Jungle
38540,Smurfy Mushotel,0,113,Blissful Beams,Smurfly,28,14,2,5,2,0.0,0,HB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Swift-Smurf,171.69,1,0,"Smurfly, Blissful Beams - 21",Smurfy Jungle
104011,Village Mushotel,0,6,Blissful Beams,Blossommonth,1,3,0,1,1,0.0,0,BB,MCN,Smurfy Way,Smurfy Way,0,0,0,A,A,2,No Deposit,14.0,,0,Swift-Smurf,98.0,0,0,"Blossommonth, Blissful Beams - 04",Smurfy Jungle
48891,Village Mushotel,0,91,Smurfy Passage,Sproutpril,14,1,2,2,2,1.0,0,SC,CHE,Giggleline TA,TA/TO,0,0,0,A,B,1,No Deposit,11.0,,0,Swift-Smurf,52.02,0,1,"Sproutpril, Smurfy Passage - 05",Smurfy Jungle
6191,Smurfy Mushotel,0,225,Smurfy Passage,Rainboway,22,28,1,1,2,0.0,0,HB,MCN,Squads,TA/TO,0,0,0,A,F,1,No Deposit,298.0,,0,Swift-Party,42.5,0,0,"Rainboway, Smurfy Passage - 30",Smurfy Jungle
119365,Village Mushotel,0,54,Blissful Beams,Harvestember,35,27,3,5,1,0.0,0,BB,JPN,Smurfy Way,Smurfy Way,0,0,0,G,G,0,No Deposit,14.0,,0,Swift-Smurf,266.75,0,1,"Goldenleaf, Blissful Beams - 04",Smurfy Jungle
48709,Village Mushotel,1,12,Smurfy Passage,Frostmarch,14,28,1,2,2,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Swift-Smurf,38.67,0,0,"Frostmarch, Smurfy Passage - 28",Smurfy Jungle
