,mushotel_type,is_canceled,booking_lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,weekend_stays,weekday_stays,wisymurfs,smurflings,number_of_babies,meal_type,smurfland,market_segment,booking_channel,smurfy_smurf,number_of_previous_cancellations,previous_bookings_not_canceled,requested_mushroom_type,allocated_mushroom_type,booking_changes,deposit_type,agent,moberry,days_in_waiting_list,customer_type,average_daily_rate,smurfberry_spaces_required,number_of_special_requests,smurvation_status_date,mushotel_location
5031,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5032,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5033,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5034,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5035,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5036,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5037,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5038,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5039,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5040,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5041,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5042,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5043,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5044,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5045,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5046,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5047,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5048,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5049,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5050,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5051,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5052,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5053,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5054,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5055,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5056,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5057,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5058,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5059,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5060,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5061,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5062,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5063,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5064,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5065,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5066,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5067,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5068,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5069,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5070,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5071,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5072,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5073,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5074,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5075,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5076,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5077,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5078,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5079,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5080,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5081,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5082,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5083,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5084,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5085,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5086,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5087,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5088,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5089,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5090,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5091,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5092,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5093,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5094,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5095,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5096,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5097,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5098,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5099,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5100,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5101,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5102,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5103,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5104,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5105,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5106,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5107,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5108,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5109,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5110,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5111,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5112,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5113,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5114,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5115,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5116,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5117,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5118,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5119,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5120,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5121,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5122,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5123,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5124,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5125,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5126,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5127,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5128,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5129,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5130,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5131,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5132,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5133,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5134,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5135,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5136,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5137,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5138,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5139,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5140,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5141,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5142,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5143,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5144,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5145,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5146,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5147,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5148,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5149,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5150,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5151,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5152,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5153,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5154,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5155,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5156,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5157,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5158,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5159,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5160,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5161,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5162,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5163,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5164,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5165,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5166,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5167,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5168,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5169,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5170,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5171,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5172,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5173,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5174,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5175,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
5176,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5177,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5178,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5179,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5180,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5181,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5182,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
5183,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
5184,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
