id,satisfied,evaluation,projects,work_hours,total_time_spent,had_accident,still_working,got_promoted,department,salary_range
4335,0.69,0.66,"Penalizing System,Raid Dorms Cook,  Drug Design  ,Farmy,Smurfs  ",106,5,0,0,0,sales,low
4336,,0.42,"Penalizing System,Smurfs,  Drug Design  ,SecCamp ,  AiFest23  , SecCamp ",114,3,0,0,0,product_mng,medium
4337,0.76,0.57,"  Penalizing System, SecCamp ,Smurfs  ,  AiFest23  ,SecCamp ",255,4,0,0,0,management,medium
4338,0.49,0.59,"  AiFest23  ,WebCamp,  Drug Design  ,AiFest23",265,3,0,0,0,RandD,low
4339,0.67,0.83,"  Penalizing System,Smurfs  ,Salah lFrog",171,3,1,0,0,marketing,medium
4340,0.62,0.64,"SecCamp ,Salah lFrog,  Penalizing System,  AiFest23  ",163,3,0,0,0,technical,low
4341,0.78,0.63,"  Penalizing System,Drug Design,  Drug Design  ",202,2,0,0,0,technical,low
4342,0.58,0.75,"Smurfs  ,  AiFest23  ,SecCamp ,  Penalizing System",253,2,0,0,0,sales,low
4343,0.87,0.58,"Salah lFrog,WebCamp,Smurfs",140,3,1,0,0,support,medium
4344,0.74,0.66,"  Penalizing System,Farmy,Penalizing System",177,2,0,0,0,sales,low
4345,0.78,0.89,"SecCamp ,Raid Dorms Cook,AiFest23",253,3,0,0,0,support,high
4346,0.5,0.77,"Smurfs  ,Farmy,  AiFest23  ",267,2,0,0,0,management,high
4347,0.62,0.51,"SecCamp ,Smurfs  ,Farmy,WebCamp",193,3,0,0,0,accounting,high
4348,0.23,0.5,"Salah lFrog,Farmy",150,6,0,0,0,accounting,low
4349,0.59,0.64,"Raid Dorms Cook,SecCamp ,Penalizing System,WebCamp,AiFest23",269,3,0,0,0,support,medium
4350,0.66,0.61,"Salah lFrog,  Drug Design  , SecCamp ,AiFest23",263,4,0,0,0,sales,medium
4351,0.63,0.72,"Raid Dorms Cook,WebCamp",161,5,0,0,0,hr,medium
4352,0.56,0.74,"AiFest23,Raid Dorms Cook,WebCamp",154,2,0,0,0,hr,medium
4353,0.26,0.83,"Drug Design,  Drug Design  ,Salah lFrog",168,3,0,0,0,sales,low
4354,,0.88,"Salah lFrog,  AiFest23  ,  Penalizing System,Raid Dorms Cook,  Drug Design  ",242,5,0,1,0,support,medium
4355,0.84,0.52,"SecCamp ,Farmy,Penalizing System,  Drug Design  ,WebCamp",171,3,0,0,0,technical,medium
4356,0.48,0.78,"Smurfs  ,Penalizing System",198,2,0,1,0,technical,medium
4357,0.14,0.98,"Smurfs,Penalizing System,SecCamp ,  Penalizing System,WebCamp",172,5,0,0,0,support,medium
4358,0.79,0.7,"Farmy,SecCamp ,  Drug Design  ,  Penalizing System",268,2,0,0,0,support,medium
4359,0.19,0.63,"  AiFest23  ,AiFest23, SecCamp ,SecCamp ",233,5,0,0,0,sales,medium
4360,0.52,0.63,"Smurfs  ,WebCamp,  Drug Design  ",233,3,0,0,1,sales,medium
4361,0.74,0.92,"Smurfs, SecCamp ,SecCamp ,Penalizing System",261,5,0,1,0,technical,medium
4362,0.61,0.94,"Raid Dorms Cook, SecCamp ,WebCamp",224,4,0,0,0,technical,medium
4363,0.89,0.49,"Raid Dorms Cook,Drug Design,Penalizing System,Farmy,  AiFest23  ",165,6,0,0,0,sales,low
4364,0.9,0.78,"Smurfs  ,SecCamp ,WebCamp",162,2,0,0,0,sales,medium
4365,0.38,0.55,"  Drug Design  ,Raid Dorms Cook",215,6,0,0,0,support,medium
4366,0.43,0.57," SecCamp ,Raid Dorms Cook",142,3,0,1,0,IT,medium
4367,0.39,0.54,"Penalizing System,Farmy",158,3,0,1,0,support,low
4368,0.93,0.88,"Raid Dorms Cook,  Drug Design  ,Drug Design, SecCamp ",261,4,0,0,0,sales,medium
4369,0.55,0.9,"  Drug Design  ,Raid Dorms Cook,  AiFest23  ,Smurfs,AiFest23",237,3,0,0,0,sales,medium
4370,0.31,0.41,"Farmy,Drug Design",263,3,0,0,0,management,medium
4371,,0.95,"Smurfs  ,  Penalizing System,Penalizing System",266,3,1,0,0,support,low
4372,0.14,0.51,"Penalizing System,Salah lFrog,  Drug Design  ,AiFest23, SecCamp ",173,4,0,0,0,support,medium
4373,0.77,0.71,"SecCamp ,Salah lFrog,Smurfs  ,AiFest23,Smurfs",204,3,0,0,0,sales,high
4374,,0.55,"Farmy,Penalizing System,Smurfs,Salah lFrog",256,4,0,0,0,hr,medium
4375,0.39,0.57,"WebCamp,Penalizing System",145,3,0,1,0,accounting,medium
4376,0.72,0.89,"Salah lFrog,Raid Dorms Cook,  AiFest23  , SecCamp ",217,3,0,0,0,support,medium
4377,0.83,0.67,"Salah lFrog,AiFest23,  Penalizing System",175,3,0,0,0,product_mng,medium
4378,0.85,1.0,"Penalizing System, SecCamp ,Drug Design,AiFest23,Smurfs  ",244,2,0,0,0,product_mng,medium
4379,0.37,0.47,"Salah lFrog,WebCamp",148,3,0,1,0,hr,low
4380,0.83,0.92,"Smurfs  ,Farmy,AiFest23,  AiFest23  ",235,5,0,1,0,sales,low
4381,0.09,0.77,"Salah lFrog,Farmy,Smurfs  ,Penalizing System,  Drug Design  ,Raid Dorms Cook",244,4,0,1,0,product_mng,low
4382,0.86,0.82,"AiFest23,SecCamp ,Salah lFrog,Penalizing System",274,2,1,0,0,sales,low
4383,0.4,0.57," SecCamp ,SecCamp ",160,3,0,1,0,accounting,low
4384,0.81,0.56,"WebCamp,  Drug Design  , SecCamp ",142,3,0,0,0,sales,low
4385,0.61,0.52,"Raid Dorms Cook,  Drug Design  , SecCamp ,SecCamp ",171,2,0,0,0,marketing,low
4386,0.9,0.7,"Drug Design,  AiFest23  ,SecCamp ",147,4,0,0,0,technical,low
4387,0.16,0.61,"  Drug Design  ,Farmy,WebCamp,Smurfs  ",171,6,0,0,0,IT,medium
4388,,0.92," SecCamp ,WebCamp,  Penalizing System,Raid Dorms Cook,SecCamp ,Smurfs  ",279,4,0,1,0,sales,medium
4389,0.44,0.51,"SecCamp ,Smurfs",129,3,0,1,0,support,medium
4390,,0.71,"  Penalizing System,AiFest23,SecCamp ,  Drug Design  , SecCamp ",212,2,0,0,0,technical,low
4391,,0.52,"  AiFest23  ,Drug Design,  Drug Design  ,Penalizing System,Salah lFrog,AiFest23",265,6,0,0,0,sales,medium
4392,0.66,0.51,"Raid Dorms Cook,Smurfs,  Penalizing System,Penalizing System, SecCamp ",149,3,0,0,0,sales,medium
4393,0.49,0.49,"WebCamp,Drug Design,AiFest23,  Penalizing System",240,2,0,0,0,RandD,medium
4394,0.09,0.85,"Drug Design,Salah lFrog,Smurfs  ,Penalizing System,  AiFest23  ,Farmy",297,4,0,1,0,hr,medium
4395,0.37,0.41," SecCamp ,  AiFest23  ",146,2,0,0,0,support,medium
4396,0.83,0.98,"Salah lFrog,  Drug Design  ,  Penalizing System,Farmy",259,5,0,1,0,support,medium
4397,0.57,0.67,"Drug Design, SecCamp ,WebCamp",138,6,1,0,0,IT,medium
4398,0.52,0.93,"AiFest23,  Drug Design  ",271,3,0,0,0,sales,low
4399,,0.55,"Smurfs,  Drug Design  ,Farmy,  Penalizing System",252,3,0,0,0,RandD,medium
4400,0.81,0.54,"Salah lFrog,Raid Dorms Cook,Farmy,Smurfs",155,4,0,0,0,accounting,high
4401,0.11,0.87,"AiFest23,Salah lFrog,  Penalizing System,Smurfs  ,SecCamp ,WebCamp",273,4,0,1,0,sales,low
4402,0.81,0.93,"Raid Dorms Cook,WebCamp, SecCamp ,Farmy,SecCamp ",270,5,0,1,0,technical,medium
4403,0.78,0.98,"SecCamp ,Penalizing System,Salah lFrog,Raid Dorms Cook,Farmy",239,6,0,1,0,marketing,low
4404,0.73,0.83,"  Drug Design  , SecCamp ,Salah lFrog,  AiFest23  ",270,2,0,0,0,hr,high
4405,0.15,0.53,"AiFest23,Raid Dorms Cook,  AiFest23  ,Salah lFrog",205,5,1,0,0,sales,low
4406,0.56,0.68,"Smurfs,  Penalizing System,Raid Dorms Cook",109,3,0,0,0,IT,low
4407,,0.86,"Penalizing System,  AiFest23  ,Drug Design, SecCamp ",168,2,0,0,0,product_mng,medium
4408,0.19,0.76," SecCamp ,Raid Dorms Cook",158,3,0,0,0,support,high
4409,0.61,0.62,"Farmy,SecCamp ,Smurfs,Salah lFrog",269,4,0,0,0,accounting,medium
4410,,0.5,"WebCamp,  Penalizing System",132,3,0,1,0,management,low
4411,0.55,0.97,"Smurfs,  AiFest23  ,SecCamp ,Smurfs  ",162,3,0,0,0,RandD,low
4412,0.73,0.83,"Smurfs,WebCamp",167,3,0,0,0,technical,medium
4413,0.97,0.78,"  Penalizing System,Farmy,Smurfs",268,3,1,0,0,technical,low
4414,0.6,0.77," SecCamp ,  Penalizing System,Smurfs  ,  Drug Design  ",163,3,1,0,0,marketing,low
4415,0.32,0.5,"WebCamp,AiFest23",143,3,0,0,0,technical,high
4416,0.2,0.41,"  AiFest23  ,Smurfs  ,  Penalizing System,Penalizing System,SecCamp , SecCamp ",264,3,0,0,0,sales,medium
4417,0.69,0.52,"Drug Design,SecCamp ,Farmy",186,3,0,0,0,IT,medium
4418,,0.59,"Smurfs,  AiFest23  ,AiFest23, SecCamp ",137,4,0,0,0,technical,high
4419,0.87,0.84,"  AiFest23  ,Farmy,AiFest23",172,3,0,0,0,sales,medium
4420,,0.64," SecCamp ,AiFest23,WebCamp,Smurfs  ",188,3,0,0,0,hr,low
4421,0.37,0.57,"  AiFest23  ,Smurfs",158,3,0,1,0,technical,low
4422,0.45,0.53,"  Penalizing System,SecCamp ",155,3,0,1,0,IT,low
4423,0.11,0.92,"Smurfs  , SecCamp ,AiFest23,WebCamp,Drug Design,Smurfs,SecCamp ",307,4,0,1,0,IT,low
4424,0.85,0.82,"Penalizing System,AiFest23,  Penalizing System",153,3,1,0,0,sales,low
4425,0.44,0.48," SecCamp ,Smurfs  ",226,3,0,0,0,technical,low
4426,0.87,0.97,"WebCamp,  Penalizing System, SecCamp ,Smurfs  ,AiFest23",250,6,0,1,0,support,low
4427,0.87,0.67,"  Drug Design  ,AiFest23,Smurfs",139,2,0,0,0,sales,medium
4428,0.1,0.83,"Penalizing System,Raid Dorms Cook,  Penalizing System,WebCamp, SecCamp ,SecCamp ,Drug Design",302,5,0,1,0,IT,medium
4429,0.86,0.72,"  AiFest23  ,Farmy,AiFest23",217,3,0,0,0,sales,low
4430,0.96,0.59,"  Penalizing System,Drug Design,  AiFest23  ,WebCamp,Salah lFrog,Smurfs  ",133,5,0,0,0,sales,medium
4431,0.76,0.98,"AiFest23,Raid Dorms Cook, SecCamp ,Drug Design",173,3,1,0,0,sales,low
4432,0.44,0.46,"Penalizing System,Salah lFrog",143,3,0,1,0,IT,low
4433,0.73,0.99,"Penalizing System,Smurfs  ,Raid Dorms Cook,AiFest23,  Drug Design  ",262,5,0,1,0,product_mng,medium
4434,0.1,0.98,"Drug Design,Smurfs, SecCamp ,  Drug Design  ,  Penalizing System,Penalizing System",265,4,0,1,0,technical,low
4435,0.54,0.91,"  Drug Design  ,Drug Design, SecCamp ",151,3,0,0,0,product_mng,medium
4436,0.88,0.72,"  AiFest23  ,  Penalizing System,Raid Dorms Cook, SecCamp ,SecCamp ",244,2,0,0,0,technical,low
4437,0..48,0.54,"Smurfs,SecCamp ,AiFest23,  AiFest23  ",105,5,1,0,0,support,low
4438,0.82,0.85,"Smurfs,  AiFest23  ,Raid Dorms Cook,WebCamp",274,5,0,1,0,sales,low
4439,0.39,0.48,"Smurfs,WebCamp",141,3,0,1,0,product_mng,medium
4440,0.11,0.97,"Smurfs,Farmy, SecCamp ,WebCamp,  Penalizing System,Raid Dorms Cook",277,4,0,1,0,product_mng,medium
4441,0.77,0.75,"Smurfs,AiFest23,Penalizing System",170,7,0,0,0,sales,low
4442,0.43,0.56,"  AiFest23  ,Farmy",136,3,0,1,0,sales,low
4443,0.93,0.61," SecCamp ,  Penalizing System,  AiFest23  ,  Drug Design  ",205,3,0,0,0,technical,low
4444,0.75,0.68,"AiFest23,  Drug Design  ,Salah lFrog,  Penalizing System",220,2,0,0,0,IT,medium
4445,0.55,0.76,"AiFest23, SecCamp ,WebCamp,Farmy",233,4,0,0,0,IT,low
4446,0.86,0.93,"  Drug Design  ,AiFest23,  AiFest23  ,Smurfs,SecCamp ",223,5,0,1,0,RandD,medium
4447,0.34,0.46,"WebCamp,Raid Dorms Cook,Farmy,Penalizing System, SecCamp ",131,3,0,0,0,marketing,medium
4448,1.0,0.87,"Penalizing System,  Drug Design  ,WebCamp,Smurfs",256,3,0,0,0,IT,low
4449,0.71,0.95,"  Drug Design  ,SecCamp ,  Penalizing System,WebCamp",249,3,0,0,0,hr,low
4450,0.83,0.62,"Penalizing System,  Drug Design  ,SecCamp ,  AiFest23  ",242,3,0,0,0,sales,low
4451,1.489446918399866,0.79,"  Penalizing System,  Drug Design  ,Smurfs  ,  AiFest23  ",133,2,0,0,0,support,medium
4452,0.66,0.5,"WebCamp,AiFest23,Smurfs  ",218,2,0,0,0,hr,medium
4453,0.71,0.72,"Raid Dorms Cook,Smurfs,AiFest23",271,2,0,0,0,support,low
4454,0.81,0.47,"  AiFest23  ,AiFest23,  Penalizing System,WebCamp",153,7,0,0,0,product_mng,low
4455,0.14,0.99,"  Drug Design  ,  AiFest23  ,Farmy,WebCamp,  Penalizing System, SecCamp ",251,4,0,0,0,product_mng,low
4456,0.45,0.48,"Smurfs,Penalizing System",136,3,0,1,0,product_mng,medium
4457,0.85,0.95,"Salah lFrog,Raid Dorms Cook,AiFest23,Smurfs  ,  AiFest23  ",236,5,0,1,0,hr,low
4458,0.37,0.88,"Smurfs,AiFest23,Drug Design,  Drug Design  ",155,3,0,0,0,sales,medium
4459,0.18,0.67,"WebCamp,  Penalizing System,  AiFest23  , SecCamp ,SecCamp ",209,4,0,0,0,sales,medium
4460,1.0,0.6,"AiFest23,Farmy,Penalizing System,WebCamp",265,4,0,0,0,technical,low
4461,,0.6,"Raid Dorms Cook,Smurfs  ,WebCamp,Farmy",177,2,0,0,0,support,low
4462,0.89,0.73,"AiFest23,  Drug Design  ,Smurfs  , SecCamp ",171,4,0,0,0,RandD,medium
4463,0.66,0.51,"WebCamp,Drug Design,AiFest23",192,3,0,0,0,technical,low
4464,0.38,0.52,"  AiFest23  ,AiFest23",153,3,0,1,0,support,low
4465,0.44,0.48,"Smurfs  , SecCamp ",128,3,0,1,0,support,low
4466,0.52,0.92,"Penalizing System,Salah lFrog,Raid Dorms Cook",214,3,0,0,0,accounting,low
4467,0.41,0.49,"Smurfs  ,Farmy",147,3,0,1,0,sales,low
4468,0.22,0.8,"Salah lFrog,AiFest23,WebCamp,Farmy",149,5,0,0,0,product_mng,medium
4469,0.76,0.94,"AiFest23,  Penalizing System,Salah lFrog,Penalizing System",168,6,0,0,0,technical,medium
4470,0.34,0.62,"Smurfs,Raid Dorms Cook,WebCamp,AiFest23",158,2,0,0,0,technical,medium
4471,0.83,0.82,"SecCamp ,  AiFest23  ,AiFest23",134,3,0,0,0,accounting,low
4472,0.56,0.92,"Penalizing System,  AiFest23  , SecCamp ,Raid Dorms Cook",224,3,0,0,0,sales,medium
4473,,0.95,"Drug Design,Raid Dorms Cook",184,5,0,0,0,hr,medium
4474,0.84,0.57,"Smurfs,Salah lFrog,  AiFest23  ,WebCamp",234,3,0,0,0,technical,medium
4475,0.38,0.53,"Farmy, SecCamp ",156,3,0,1,0,sales,low
4476,0.11,0.78,"Penalizing System,Smurfs  ,Farmy,SecCamp ,  Drug Design  , SecCamp ",245,4,0,1,0,technical,low
4477,,1.0,"SecCamp , SecCamp ,Raid Dorms Cook,Smurfs,Smurfs  ",224,5,0,1,0,technical,low
4478,0.21,0.85,"  Drug Design  ,AiFest23,Smurfs,Salah lFrog, SecCamp ,  Penalizing System",221,5,0,0,0,technical,medium
4479,0.49,0.88,"Salah lFrog,AiFest23,  Penalizing System,  AiFest23  ",270,3,0,0,0,product_mng,low
4480,0.37,0.45,"AiFest23, SecCamp ,  AiFest23  ,Raid Dorms Cook,Drug Design,Smurfs  ",100,5,1,0,0,sales,medium
4481,0.65,0.62," SecCamp ,  Penalizing System,Salah lFrog,Raid Dorms Cook",258,2,0,0,0,support,high
4482,0.58,0.99,"Smurfs  ,AiFest23,  Penalizing System",207,10,0,0,0,technical,low
4483,0.6,0.91," SecCamp ,Raid Dorms Cook,AiFest23,SecCamp ",236,3,0,0,0,technical,low
4484,0.51,0.69,"  Drug Design  ,Smurfs  ,Smurfs",212,3,0,0,0,sales,low
4485,0.31,0.54,"Smurfs,SecCamp ,  AiFest23  ,  Drug Design  ,  Penalizing System",259,5,1,0,0,technical,medium
4486,0.82,0.63,"Drug Design,Penalizing System,Smurfs  ",171,3,0,0,0,sales,medium
4487,0.99,0.59,"AiFest23,  Penalizing System,Salah lFrog",163,2,0,0,0,sales,medium
4488,0.75,0.99," SecCamp ,WebCamp,AiFest23,Smurfs,Smurfs  ",221,5,0,1,0,product_mng,low
4489,,0.81,"Salah lFrog,WebCamp,Raid Dorms Cook,Drug Design",212,2,1,0,0,sales,medium
4490,,0.58,"Smurfs,Raid Dorms Cook,Salah lFrog,WebCamp",202,2,0,0,0,RandD,medium
4491,0.34,0.82," SecCamp ,Salah lFrog,  Drug Design  ,  Penalizing System,Raid Dorms Cook,Drug Design",202,3,0,0,0,sales,low
4492,0.44,0.53,"Salah lFrog,  AiFest23  ",149,3,0,1,0,sales,low
4493,0.11,0.91,"Drug Design,  Drug Design  ,Penalizing System,  Penalizing System,AiFest23,Farmy",278,4,0,1,0,marketing,low
4494,0.89,0.66,"Drug Design,Smurfs,  AiFest23  ,Raid Dorms Cook",252,3,0,0,0,technical,medium
4495,,0.67,"  Drug Design  ,  Penalizing System,SecCamp ",257,2,0,0,0,sales,low
4496,0.81,0.55,"  AiFest23  , SecCamp ,SecCamp ",199,2,1,0,0,IT,medium
4497,0.37,0.54,"Raid Dorms Cook,Smurfs  ",152,3,0,1,0,marketing,medium
4498,1.0,0.85,"Salah lFrog,Penalizing System,Farmy",202,2,0,0,0,hr,medium
4499,0.5,0.74," SecCamp ,Raid Dorms Cook,  Drug Design  ,Drug Design,Penalizing System",256,3,1,0,0,support,medium
4500,0.25,0.8,"SecCamp ,WebCamp,Salah lFrog,Penalizing System,Smurfs",186,4,1,0,0,support,medium
4501,1.3663372247796053,0.9,"Farmy,  AiFest23  , SecCamp ,AiFest23",199,3,0,0,0,accounting,low
4502,0.68,0.8,"Salah lFrog,  AiFest23  ",254,2,1,0,0,sales,low
4503,0.39,0.38,"Smurfs  ,AiFest23",106,3,1,0,0,support,medium
4504,0.11,0.84,"Salah lFrog,SecCamp ,Raid Dorms Cook,Smurfs,  AiFest23  ,Drug Design,WebCamp",310,4,0,1,0,sales,medium
4505,0.79,0.83,"SecCamp ,AiFest23",192,3,0,0,0,support,low
4506,0.63,0.76,"AiFest23,  Penalizing System,  Drug Design  ",176,2,0,0,0,product_mng,low
4507,,0.52,"Farmy,Penalizing System",135,3,0,1,0,sales,low
4508,0.59,0.54,"Drug Design,WebCamp,Smurfs  ,  Penalizing System",176,2,0,0,0,technical,medium
4509,0.72,0.7,"SecCamp ,Smurfs,Smurfs  ",238,2,0,0,0,management,low
4510,0.46,0.5,"Smurfs,  Drug Design  ",156,3,0,1,0,technical,medium
4511,,0.56,"  Penalizing System,Drug Design,AiFest23, SecCamp ",274,5,1,0,0,sales,low
4512,0.74,0.72,"Drug Design,Smurfs  ,AiFest23,  Penalizing System",176,3,0,0,0,sales,low
4513,0.99,0.99,"SecCamp ,Farmy,Raid Dorms Cook",158,2,0,0,0,technical,low
4514,0.69,0.92,"Raid Dorms Cook,AiFest23,SecCamp ,Smurfs  ",149,2,0,0,0,product_mng,medium
4515,0.69,0.99,"Farmy,Drug Design,Smurfs  ",133,3,0,0,0,support,low
4516,,0.57,"  Penalizing System,SecCamp ,  AiFest23  ,Raid Dorms Cook",141,3,0,0,0,support,medium
4517,0.36,0.55,"SecCamp ,Salah lFrog",134,3,0,1,0,support,low
4518,0.1,0.94,"  Drug Design  ,Salah lFrog,Raid Dorms Cook,Smurfs  ,WebCamp,SecCamp ",260,4,0,1,0,sales,low
4519,0.28,0.51,"  AiFest23  ,Smurfs,Smurfs  ",124,3,0,0,0,technical,low
4520,0.22,0.52,"  AiFest23  ,Penalizing System, SecCamp ,Smurfs,AiFest23,Raid Dorms Cook",175,4,0,0,0,technical,medium
4521,0.59,0.59,"Raid Dorms Cook,Penalizing System,  Penalizing System",194,2,1,0,0,support,medium
4522,0.49,0.43,"Salah lFrog,  Drug Design  ,  AiFest23  ,Smurfs,SecCamp ",210,4,1,0,0,technical,medium
4523,0.93,0.54,"  Drug Design  ,Smurfs,AiFest23,Drug Design",239,2,0,0,0,technical,medium
4524,0.54,0.77,"Drug Design,Farmy,  AiFest23  ",185,3,0,0,0,support,medium
4525,0..36,0.51," SecCamp ,SecCamp ",135,3,0,1,0,IT,low
4526,0..89,0.57,"Smurfs,Farmy,SecCamp ,Smurfs  ",176,4,0,0,0,support,high
4527,0.64,0.52,"  Penalizing System,WebCamp,Smurfs",166,3,0,0,0,technical,low
4528,,0.85,"Raid Dorms Cook,Penalizing System,AiFest23, SecCamp ,Salah lFrog,WebCamp,Smurfs  ",279,4,0,1,0,RandD,medium
4529,1.4609277414023565,0.96,"Penalizing System,Farmy,  AiFest23  ,WebCamp",202,3,0,0,0,RandD,medium
4530,0.45,0.54,"Penalizing System,SecCamp ",129,3,0,1,0,marketing,high
4531,0.58,0.77,"Penalizing System,SecCamp , SecCamp ,  Penalizing System",190,6,0,0,0,sales,high
4532,0.6,0.61,"Farmy,SecCamp ,  AiFest23  , SecCamp ,Raid Dorms Cook",191,2,1,0,0,technical,high
4533,,0.56,"Salah lFrog,  Penalizing System",131,3,0,1,0,hr,medium
4534,0.86,0.95,"Farmy,WebCamp,  Penalizing System,Penalizing System",149,3,0,0,1,sales,medium
4535,0.84,0.54,"AiFest23,Raid Dorms Cook,  Penalizing System,Salah lFrog",160,3,0,0,0,marketing,medium
4536,0.8,0.99,"  Penalizing System,Drug Design,Farmy, SecCamp ,WebCamp",187,3,1,0,0,technical,medium
4537,0.33,0.38,"Smurfs, SecCamp ,Smurfs  ,Penalizing System",186,3,0,0,0,support,medium
4538,0.99,0.62,"WebCamp, SecCamp ,SecCamp ,AiFest23",140,2,1,0,0,support,low
4539,0.78,0.6,"Farmy,Drug Design, SecCamp ,SecCamp ",143,2,0,0,1,sales,medium
4540,0.48,0.94,"Salah lFrog, SecCamp ,WebCamp,Smurfs  ",231,4,0,0,0,marketing,medium
4541,0.61,1.0,"Penalizing System,  Penalizing System,Salah lFrog,Smurfs,Raid Dorms Cook",243,2,0,0,0,technical,medium
4542,,0.53,"SecCamp ,Farmy,Smurfs, SecCamp ,  Penalizing System",257,2,0,0,1,sales,medium
4543,0.59,0.49,"  Penalizing System,Farmy,Drug Design, SecCamp ,Penalizing System,Smurfs,SecCamp ",263,4,0,1,0,technical,medium
4544,0.32,0.86,"Smurfs,SecCamp ,  Drug Design  ,Raid Dorms Cook",266,4,0,0,0,RandD,low
4545,0.58,0.94,"  AiFest23  ,Smurfs  ,  Drug Design  , SecCamp ",225,2,0,0,0,technical,low
4546,0.78,0.89,"Farmy,AiFest23,SecCamp , SecCamp ,WebCamp",274,6,0,1,0,support,medium
4547,1.0,0.86,"  Penalizing System,Farmy,SecCamp ,  AiFest23  ",245,4,0,0,0,sales,medium
4548,,0.48,"Smurfs,Penalizing System,Raid Dorms Cook,  Drug Design  ",271,6,1,0,0,sales,high
4549,0.52,0.72,"Farmy,Penalizing System,SecCamp ",253,3,0,0,0,accounting,low
4550,0.89,0.74,"Farmy,Raid Dorms Cook,Drug Design,SecCamp ",174,2,0,0,0,hr,low
4551,0.35,0.63,"Penalizing System,Raid Dorms Cook,SecCamp ",156,3,0,0,0,sales,medium
4552,0.1,0.93,"  Penalizing System,Farmy,Salah lFrog,AiFest23,Raid Dorms Cook,  AiFest23  ",298,4,0,1,0,technical,medium
4553,0.17,0.79,"Penalizing System,  Penalizing System",126,5,0,0,0,marketing,medium
4554,0.68,0.83,"  Drug Design  ,SecCamp ,AiFest23",144,2,0,0,0,accounting,medium
4555,0.69,0.85,"WebCamp,Smurfs  ,  Penalizing System",200,2,0,0,0,RandD,medium
4556,0....5,0.38," SecCamp ,AiFest23,  Penalizing System,  AiFest23  ,Penalizing System",175,4,0,0,0,technical,high
4557,0.68,0.58,"  Drug Design  , SecCamp ,Farmy,AiFest23",186,2,0,0,0,sales,medium
4558,0.7,0.78,"Salah lFrog,WebCamp,Raid Dorms Cook,SecCamp ",254,4,0,0,0,sales,low
4559,0.5,0.5,"  AiFest23  ,SecCamp ,Drug Design",237,2,0,0,0,technical,medium
4560,0.33,0.7,"Drug Design, SecCamp ,SecCamp ,Farmy,Salah lFrog",271,4,0,0,0,RandD,low
4561,0.49,0.67,"AiFest23, SecCamp ,  Penalizing System,Smurfs  ",185,2,0,0,0,sales,low
4562,0.82,0.81," SecCamp ,Farmy,Salah lFrog,Penalizing System",233,4,1,1,0,support,low
4563,0.98,0.74," SecCamp ,Smurfs,  Drug Design  ",185,3,0,0,0,sales,medium
4564,0.91,0.61,"  Penalizing System,Drug Design, SecCamp ,Smurfs",176,3,0,0,0,sales,low
4565,0.74,0.56,"WebCamp, SecCamp ,AiFest23",125,6,0,0,0,support,medium
4566,0.79,0.59,"  AiFest23  , SecCamp ",157,6,0,0,0,sales,high
4567,0.54,0.68,"Smurfs,Farmy,  Drug Design  ,Smurfs  ,AiFest23,WebCamp",249,5,0,0,0,product_mng,medium
4568,0.59,0.92,"Salah lFrog,Smurfs,WebCamp",138,10,0,0,0,support,low
4569,0.75,0.5,"AiFest23,Farmy,  Drug Design  ,WebCamp",98,4,0,0,0,hr,medium
4570,0.35,0.54,"Salah lFrog,Farmy,Smurfs  ",128,3,0,0,0,support,medium
4571,,0.95," SecCamp ,Salah lFrog,Penalizing System",249,4,0,0,0,RandD,low
4572,0.48,0.51,"  Penalizing System,Farmy,AiFest23,  AiFest23  ,Raid Dorms Cook",286,3,0,0,0,management,low
4573,0.49,0.48,"SecCamp ,Raid Dorms Cook,Penalizing System,  Penalizing System",247,3,0,0,0,RandD,medium
4574,0.81,0.5,"Farmy,Penalizing System,  Penalizing System",198,3,0,0,0,sales,low
4575,,0.58,"  AiFest23  ,Penalizing System",166,3,0,0,0,marketing,medium
4576,0.12,0.7,"Farmy,Drug Design,WebCamp,Raid Dorms Cook",276,4,0,0,0,sales,low
4577,0.39,0.37," SecCamp ,SecCamp ,Raid Dorms Cook,  Drug Design  ,  AiFest23  ",156,4,0,0,0,sales,medium
4578,0.83,0.95,"  Penalizing System,Salah lFrog, SecCamp ,WebCamp",251,5,0,1,0,marketing,medium
4579,0.96,0.49,"Smurfs,  Drug Design  ,Raid Dorms Cook,  AiFest23  ,WebCamp",137,3,0,0,0,hr,medium
4580,0.57,0.92,"  AiFest23  ,AiFest23,SecCamp ",238,2,0,0,0,sales,medium
4581,0.95,0.67,"  Penalizing System,Smurfs, SecCamp ,Farmy",261,3,0,0,0,technical,low
4582,0.87,0.54,"AiFest23,Smurfs,Raid Dorms Cook",260,2,0,0,0,sales,medium
4583,0.87,0.95,"Salah lFrog,Penalizing System,WebCamp,SecCamp ",251,3,0,0,0,technical,medium
4584,,0.96,"Smurfs,  Penalizing System,SecCamp ",132,2,0,0,0,support,medium
4585,0.76,0.73,"Smurfs  ,SecCamp , SecCamp ,Farmy",148,2,1,0,0,hr,low
4586,0.95,0.48,"Smurfs,  AiFest23  ,AiFest23,SecCamp ",228,2,0,0,0,sales,medium
4587,0.45,0.55,"Penalizing System,AiFest23",129,3,0,1,0,support,medium
